Date,City,pm2.5,pm10,no2,so2,co,o3
2025-07-16,Sagar,147,239,35,28,1.93,48
2025-07-16,Dewas,69,140,26,10,0.56,50
2025-07-17,Bhopal,122,222,49,29,0.93,43
2025-07-17,Indore,183,273,44,29,1.41,40
2025-07-17,Gwalior,77,191,36,13,0.73,45
2025-07-17,Jabalpur,132,228,69,21,1.75,48
2025-07-17,Ujjain,203,274,28,11,1.4,55
2025-07-17,Satna,188,252,45,26,1.95,39
2025-07-17,Sagar,197,316,50,19,1.27,59
2025-07-17,Dewas,219,265,69,28,1.66,21
2025-07-18,Bhopal,101,201,39,23,0.88,53
2025-07-18,Indore,130,238,43,14,1.34,48
2025-07-18,Gwalior,211,269,58,11,1.37,54
2025-07-18,Jabalpur,151,265,34,26,1.76,29
2025-07-18,Ujjain,101,201,43,27,1.64,52
2025-07-18,Satna,185,300,53,24,1.75,29
2025-07-18,Sagar,108,188,60,26,1.47,26
2025-07-18,Dewas,77,193,42,27,1.49,36
2025-07-19,Bhopal,163,243,49,13,1.34,21
2025-07-19,Indore,82,190,42,23,1.85,34
2025-07-19,Gwalior,151,193,22,16,0.83,31
2025-07-19,Jabalpur,76,159,26,26,0.67,20
2025-07-19,Ujjain,97,178,38,28,1.79,52
2025-07-19,Satna,215,258,33,16,1.58,49
2025-07-19,Sagar,124,237,53,10,1.63,53
2025-07-19,Dewas,119,235,38,25,1.42,43
2025-07-20,Bhopal,60,123,29,16,1.82,38
2025-07-20,Indore,147,225,40,15,1.76,23
2025-07-20,Gwalior,188,302,21,10,1.15,27
2025-07-20,Jabalpur,166,256,51,24,0.71,51
2025-07-20,Ujjain,169,255,40,26,1.4,38
2025-07-20,Satna,99,161,45,28,1.99,47
2025-07-20,Sagar,162,248,54,15,1.81,25
2025-07-20,Dewas,64,179,57,27,1.47,52
2025-07-21,Bhopal,160,211,30,14,0.54,35
2025-07-21,Indore,171,251,45,10,0.6,25
2025-07-21,Gwalior,105,160,46,27,0.84,51
2025-07-21,Jabalpur,96,207,61,26,1.53,33
2025-07-21,Ujjain,176,230,30,13,1.51,21
2025-07-21,Satna,150,233,20,19,1.25,59
2025-07-21,Sagar,177,246,20,12,1.9,21
2025-07-21,Dewas,73,180,46,26,1.88,38
2025-07-22,Bhopal,109,187,51,29,0.88,45
2025-07-22,Indore,121,226,67,12,1.57,37
2025-07-22,Gwalior,73,177,35,29,0.8,58
2025-07-22,Jabalpur,109,221,34,17,0.84,22
2025-07-22,Ujjain,192,236,43,23,1.64,55
2025-07-22,Satna,106,194,51,18,0.55,55
2025-07-22,Sagar,148,248,65,14,0.55,25
2025-07-22,Dewas,79,160,41,11,1.66,21
2025-07-23,Bhopal,65,126,20,22,1.62,21
2025-07-23,Indore,169,270,69,15,1.26,38
2025-07-23,Gwalior,216,266,55,18,1.4,58
2025-07-23,Jabalpur,190,267,68,28,1.85,43
2025-07-23,Ujjain,91,207,66,21,1.31,24
2025-07-23,Satna,127,189,58,13,1.76,37
2025-07-23,Sagar,80,161,34,12,1.14,48
2025-07-23,Dewas,132,203,60,29,1.53,30
2025-07-24,Bhopal,78,138,23,22,0.8,38
2025-07-24,Indore,130,172,27,20,0.9,59
2025-07-24,Gwalior,98,158,67,23,0.79,26
2025-07-24,Jabalpur,116,224,61,24,0.57,32
2025-07-24,Ujjain,125,199,54,23,0.93,23
2025-07-24,Satna,208,306,45,24,1.07,45
2025-07-24,Sagar,72,114,63,22,0.63,48
2025-07-24,Dewas,217,321,56,16,1.96,25
2025-07-25,Bhopal,78,160,56,28,1.65,38
2025-07-25,Indore,204,257,37,13,1.03,20
2025-07-25,Gwalior,72,161,28,17,1.29,58
2025-07-25,Jabalpur,125,244,58,19,1.78,31
2025-07-25,Ujjain,95,162,61,11,0.67,51
2025-07-25,Satna,149,256,39,20,1.23,26
2025-07-25,Sagar,112,218,23,24,0.75,32
2025-07-25,Dewas,154,254,64,27,1.22,38
2025-07-26,Bhopal,149,243,52,25,0.61,37
2025-07-26,Indore,97,143,20,12,1.47,26
2025-07-26,Gwalior,185,294,60,16,0.87,53
2025-07-26,Jabalpur,160,260,63,21,1.77,32
2025-07-26,Ujjain,73,166,30,14,1.83,52
2025-07-26,Satna,151,245,20,26,1.19,28
2025-07-26,Sagar,162,255,25,29,1.05,44
2025-07-26,Dewas,184,264,27,15,1.34,56
2025-07-27,Bhopal,69,146,24,12,1.17,50
2025-07-27,Indore,63,127,44,10,1.75,35
2025-07-27,Gwalior,64,131,62,20,1.28,34
2025-07-27,Jabalpur,172,225,44,12,0.75,29
2025-07-27,Ujjain,147,258,33,22,1.73,56
2025-07-27,Satna,109,168,58,18,1.17,23
2025-07-27,Sagar,96,168,67,16,1.29,20
2025-07-27,Dewas,84,139,27,10,0.71,37
2025-07-28,Bhopal,137,228,44,17,1.24,44
2025-07-28,Indore,136,200,41,22,1.76,20
2025-07-28,Gwalior,147,262,42,25,1.47,54
2025-07-28,Jabalpur,61,153,67,19,1.35,56
2025-07-28,Ujjain,86,197,52,12,1.03,43
2025-07-28,Satna,77,193,38,27,0.89,22
2025-07-28,Sagar,196,265,67,17,1.8,33
2025-07-28,Dewas,173,264,49,13,1.2,43
2025-07-29,Bhopal,140,223,50,29,0.65,50
2025-07-29,Indore,209,286,28,10,1.99,48
2025-07-29,Gwalior,217,315,61,22,1.21,44
2025-07-29,Jabalpur,113,221,27,14,0.89,52
2025-07-29,Ujjain,68,177,36,12,0.6,46
2025-07-29,Satna,202,259,53,15,1.19,43
2025-07-29,Sagar,71,185,40,22,0.61,32
2025-07-29,Dewas,215,299,37,20,1.38,45
2025-07-30,Bhopal,150,213,67,25,0.95,23
2025-07-30,Indore,188,241,50,25,1.8,40
2025-07-30,Gwalior,100,175,30,12,1.0,23
2025-07-30,Jabalpur,184,235,60,26,1.51,58
2025-07-30,Ujjain,115,208,66,28,0.61,40
2025-07-30,Satna,190,284,51,21,0.63,28
2025-07-30,Sagar,78,155,33,12,1.99,47
2025-07-30,Dewas,172,274,52,23,1.06,25
2025-07-31,Bhopal,84,199,22,10,0.97,22
2025-07-31,Indore,188,274,52,11,1.75,43
2025-07-31,Gwalior,150,229,37,25,1.1,24
2025-07-31,Jabalpur,72,129,57,27,0.73,29
2025-07-31,Ujjain,200,249,41,27,0.6,21
2025-07-31,Satna,147,209,26,26,0.97,28
2025-07-31,Sagar,82,129,44,28,0.65,57
2025-07-31,Dewas,79,157,46,26,1.26,26
2025-08-01,Bhopal,82,153,21,14,0.54,42
2025-08-01,Indore,182,299,41,13,1.45,21
2025-08-01,Gwalior,189,229,33,12,1.45,52
2025-08-01,Jabalpur,90,134,24,22,1.78,31
2025-08-01,Ujjain,83,153,67,23,0.9,36
2025-08-01,Satna,134,175,49,16,1.6,20
2025-08-01,Sagar,133,190,67,28,0.65,31
2025-08-01,Dewas,131,233,50,20,1.98,23
2025-08-02,Bhopal,107,219,60,13,1.27,44
2025-08-02,Indore,122,231,68,13,0.97,53
2025-08-02,Gwalior,96,172,54,18,0.65,42
2025-08-02,Jabalpur,203,266,30,18,0.93,40
2025-08-02,Ujjain,96,136,69,29,1.31,21
2025-08-02,Satna,171,279,31,28,0.63,48
2025-08-02,Sagar,121,198,65,28,1.03,29
2025-08-02,Dewas,187,231,45,28,0.57,21
2025-08-03,Bhopal,99,179,35,25,0.67,49
2025-08-03,Indore,78,124,61,17,0.74,38
2025-08-03,Gwalior,95,146,44,24,1.33,30
2025-08-03,Jabalpur,185,259,38,12,1.6,46
2025-08-03,Ujjain,206,311,22,19,0.58,50
2025-08-03,Satna,94,177,24,13,1.62,55
2025-08-03,Sagar,156,253,60,24,0.87,45
2025-08-03,Dewas,131,241,27,24,0.63,58
2025-08-04,Bhopal,165,205,57,22,1.26,59
2025-08-04,Indore,107,199,23,24,1.53,44
2025-08-04,Gwalior,137,203,62,25,1.9,23
2025-08-04,Jabalpur,175,218,53,25,0.83,34
2025-08-04,Ujjain,92,183,36,23,0.72,21
2025-08-04,Satna,205,259,28,22,1.41,43
2025-08-04,Sagar,89,139,46,28,0.69,51
2025-08-04,Dewas,74,165,30,11,0.85,53
2025-08-05,Bhopal,213,282,45,18,1.45,24
2025-08-05,Indore,169,276,48,22,0.63,44
2025-08-05,Gwalior,128,186,64,20,0.81,54
2025-08-05,Jabalpur,125,170,66,10,0.66,44
2025-08-05,Ujjain,80,174,60,21,1.06,55
2025-08-05,Satna,197,271,35,26,1.08,20
2025-08-05,Sagar,110,203,51,27,1.11,50
2025-08-05,Dewas,203,259,58,24,0.94,25
2025-08-06,Bhopal,131,209,64,21,1.89,22
2025-08-06,Indore,119,167,57,18,1.71,39
2025-08-06,Gwalior,170,260,61,14,1.85,31
2025-08-06,Jabalpur,143,191,32,17,1.86,45
2025-08-06,Ujjain,67,154,58,23,1.19,59
2025-08-06,Satna,64,163,52,22,1.9,57
2025-08-06,Sagar,159,258,43,18,1.16,55
2025-08-06,Dewas,198,315,29,11,1.13,54
2025-08-07,Bhopal,95,154,46,24,1.66,32
2025-08-07,Indore,74,131,58,14,1.91,45
2025-08-07,Gwalior,171,214,27,24,1.26,27
2025-08-07,Jabalpur,184,242,34,22,0.63,22
2025-08-07,Ujjain,153,215,65,23,1.08,49
2025-08-07,Satna,147,235,31,27,0.93,32
2025-08-07,Sagar,69,179,33,18,1.07,22
2025-08-07,Dewas,183,287,32,29,1.41,26
2025-08-08,Bhopal,123,227,27,26,1.51,27
2025-08-08,Indore,207,304,30,12,1.1,37
2025-08-08,Gwalior,170,265,24,20,1.54,50
2025-08-08,Jabalpur,170,220,22,25,0.96,34
2025-08-08,Ujjain,81,179,23,12,0.87,38
2025-08-08,Satna,152,246,26,18,0.68,40
2025-08-08,Sagar,202,285,26,19,1.17,48
2025-08-08,Dewas,145,227,69,27,1.92,38
2025-08-09,Bhopal,89,134,22,25,1.82,33
2025-08-09,Indore,211,319,68,12,2.0,30
2025-08-09,Gwalior,123,201,30,10,0.99,35
2025-08-09,Jabalpur,62,115,55,17,1.08,35
2025-08-09,Ujjain,86,158,29,18,1.0,31
2025-08-09,Satna,208,289,64,24,1.97,46
2025-08-09,Sagar,87,170,40,26,1.22,32
2025-08-09,Dewas,176,286,32,27,1.75,41
2025-08-10,Bhopal,136,240,43,27,1.93,50
2025-08-10,Indore,94,166,22,15,1.32,22
2025-08-10,Gwalior,60,129,25,26,0.67,38
2025-08-10,Jabalpur,188,253,49,19,1.23,53
2025-08-10,Ujjain,72,152,32,10,1.46,56
2025-08-10,Satna,116,206,68,20,1.18,22
2025-08-10,Sagar,144,258,61,24,1.04,57
2025-08-10,Dewas,118,194,23,14,1.17,49
2025-08-11,Bhopal,180,242,35,16,1.45,53
2025-08-11,Indore,82,177,66,16,0.94,29
2025-08-11,Gwalior,169,263,59,10,1.54,55
2025-08-11,Jabalpur,128,177,50,13,1.63,24
2025-08-11,Ujjain,66,145,20,25,1.27,39
2025-08-11,Satna,166,265,57,14,1.02,37
2025-08-11,Sagar,76,138,24,19,0.8,27
2025-08-11,Dewas,112,231,24,27,1.91,43
2025-08-12,Bhopal,168,240,63,21,1.21,54
2025-08-12,Indore,85,172,60,27,0.79,59
2025-08-12,Gwalior,181,252,27,23,0.72,23
2025-08-12,Jabalpur,183,278,22,10,0.5,57
2025-08-12,Ujjain,191,251,22,26,0.72,29
2025-08-12,Satna,174,244,26,24,1.75,59
2025-08-12,Sagar,139,206,67,22,1.97,24
2025-08-12,Dewas,150,229,58,28,1.7,59
2025-08-13,Bhopal,151,207,42,22,1.3,41
2025-08-13,Indore,154,214,68,28,1.33,52
2025-08-13,Gwalior,125,223,47,11,1.87,41
2025-08-13,Jabalpur,218,263,26,12,1.35,32
2025-08-13,Ujjain,156,226,56,22,1.03,54
2025-08-13,Satna,61,146,64,16,1.14,33
2025-08-13,Sagar,192,233,45,11,0.85,58
2025-08-13,Dewas,175,274,57,17,1.28,20
2025-08-14,Bhopal,79,164,66,19,1.63,51
2025-08-14,Indore,160,210,54,16,1.25,28
2025-08-14,Gwalior,112,159,66,24,0.75,22
2025-08-14,Jabalpur,79,193,36,14,1.02,36
2025-08-14,Ujjain,153,202,37,15,1.67,37
2025-08-14,Satna,117,233,33,20,1.85,30
2025-08-14,Sagar,96,202,53,22,1.12,58
2025-08-14,Dewas,127,187,43,20,1.34,41
2025-08-15,Bhopal,95,138,48,24,1.65,24
2025-08-15,Indore,79,185,33,22,0.76,31
2025-08-15,Gwalior,105,191,49,20,1.27,23
2025-08-15,Jabalpur,204,310,51,15,1.38,49
2025-08-15,Ujjain,158,242,65,11,1.98,38
2025-08-15,Satna,93,161,38,18,1.2,27
2025-08-15,Sagar,215,329,50,22,1.72,33
2025-08-15,Dewas,209,280,60,13,1.88,59
2025-08-16,Bhopal,158,250,20,18,1.67,24
2025-08-16,Indore,130,214,36,19,1.91,44
2025-08-16,Gwalior,80,157,46,13,0.66,35
2025-08-16,Jabalpur,214,308,59,15,0.68,27
2025-08-16,Ujjain,84,199,50,12,1.4,22
2025-08-16,Satna,141,226,23,22,0.82,56
2025-08-16,Sagar,75,146,62,27,1.48,48
2025-08-16,Dewas,190,259,34,29,1.48,21
2025-08-17,Bhopal,124,209,51,27,1.92,56
2025-08-17,Indore,195,281,28,18,0.64,41
2025-08-17,Gwalior,169,286,31,28,1.87,29
2025-08-17,Jabalpur,213,260,61,28,1.01,48
2025-08-17,Ujjain,214,276,44,13,0.88,31
2025-08-17,Satna,100,176,69,29,1.5,22
2025-08-17,Sagar,142,194,33,23,0.52,37
2025-08-17,Dewas,101,185,68,17,1.59,55
2025-08-18,Bhopal,114,201,46,14,1.17,56
2025-08-18,Indore,95,140,64,21,0.76,58
2025-08-18,Gwalior,73,147,22,29,1.38,23
2025-08-18,Jabalpur,170,270,60,24,1.91,30
2025-08-18,Ujjain,97,188,55,20,1.09,54
2025-08-18,Satna,97,212,55,17,1.16,27
2025-08-18,Sagar,77,175,22,10,1.18,36
2025-08-18,Dewas,94,156,55,25,1.99,53
2025-08-19,Bhopal,69,125,54,25,0.87,51
2025-08-19,Indore,164,209,27,25,0.51,31
2025-08-19,Gwalior,210,298,46,20,0.52,26
2025-08-19,Jabalpur,62,172,39,20,1.1,45
2025-08-19,Ujjain,85,195,31,22,0.84,52
2025-08-19,Satna,158,266,58,20,1.58,58
2025-08-19,Sagar,156,243,21,21,0.74,39
2025-08-19,Dewas,202,290,36,20,0.54,34
2025-08-20,Bhopal,112,229,66,29,0.57,48
2025-08-20,Indore,121,223,63,18,1.13,58
2025-08-20,Gwalior,87,179,57,24,1.64,24
2025-08-20,Jabalpur,130,194,29,19,0.85,51
2025-08-20,Ujjain,101,219,28,18,1.54,58
2025-08-20,Satna,199,242,59,10,0.59,32
2025-08-20,Sagar,180,233,24,29,1.63,41
2025-08-20,Dewas,111,177,52,21,0.91,30
2025-08-21,Bhopal,164,240,50,27,0.5,52
2025-08-21,Indore,142,252,35,12,1.65,52
2025-08-21,Gwalior,75,179,22,21,1.22,44
2025-08-21,Jabalpur,148,232,60,25,0.64,26
2025-08-21,Ujjain,102,209,55,11,1.76,48
2025-08-21,Satna,142,259,31,27,1.65,31
2025-08-21,Sagar,150,212,21,19,1.33,20
2025-08-21,Dewas,81,196,32,14,0.96,43
2025-08-22,Bhopal,196,314,57,25,0.91,34
2025-08-22,Indore,210,321,40,19,1.79,29
2025-08-22,Gwalior,147,231,62,12,1.51,34
2025-08-22,Jabalpur,185,284,34,12,1.97,45
2025-08-22,Ujjain,133,214,52,13,1.3,22
2025-08-22,Satna,151,246,27,18,0.88,33
2025-08-22,Sagar,63,166,64,15,1.6,40
2025-08-22,Dewas,142,258,47,25,1.48,41
2025-08-23,Bhopal,140,192,68,15,1.52,51
2025-08-23,Indore,140,227,57,16,1.63,47
2025-08-23,Gwalior,162,226,63,23,0.98,21
2025-08-23,Jabalpur,105,205,57,10,1.3,40
2025-08-23,Ujjain,110,216,69,25,0.96,42
2025-08-23,Satna,142,186,40,16,1.23,51
2025-08-23,Sagar,71,178,22,12,1.91,31
2025-08-23,Dewas,122,227,48,17,1.98,42
2025-08-24,Bhopal,191,292,69,16,1.59,56
2025-08-24,Indore,85,176,47,10,0.52,46
2025-08-24,Gwalior,74,176,23,16,1.67,56
2025-08-24,Jabalpur,183,248,26,21,1.37,32
2025-08-24,Ujjain,123,202,43,16,1.99,35
2025-08-24,Satna,96,199,22,21,1.4,24
2025-08-24,Sagar,110,185,44,16,0.63,58
2025-08-24,Dewas,186,256,33,13,1.38,45
2025-08-25,Bhopal,156,263,61,13,1.38,40
2025-08-25,Indore,150,207,20,21,0.51,44
2025-08-25,Gwalior,119,230,59,15,0.74,54
2025-08-25,Jabalpur,218,300,31,17,0.77,26
2025-08-25,Ujjain,146,256,65,14,1.1,42
2025-08-25,Satna,132,211,67,17,0.73,52
2025-08-25,Sagar,62,111,38,17,1.28,28
2025-08-25,Dewas,108,192,57,15,1.54,24
2025-08-26,Bhopal,144,223,55,19,1.61,25
2025-08-26,Indore,182,249,36,18,1.77,56
2025-08-26,Gwalior,203,275,69,15,1.89,57
2025-08-26,Jabalpur,198,241,65,20,1.2,56
2025-08-26,Ujjain,92,197,33,15,1.97,36
2025-08-26,Satna,170,234,56,15,1.47,52
2025-08-26,Sagar,207,299,27,22,1.06,55
2025-08-26,Dewas,101,205,25,15,1.0,38
2025-08-27,Bhopal,77,195,52,13,1.33,52
2025-08-27,Indore,177,231,50,26,0.9,23
2025-08-27,Gwalior,186,258,46,10,1.35,48
2025-08-27,Jabalpur,208,316,22,26,1.35,32
2025-08-27,Ujjain,169,218,27,24,0.87,32
2025-08-27,Satna,91,200,67,20,1.73,26
2025-08-27,Sagar,214,296,22,20,0.97,34
2025-08-27,Dewas,90,205,32,16,1.67,45
2025-08-28,Bhopal,142,234,65,28,1.93,26
2025-08-28,Indore,127,180,28,12,1.37,23
2025-08-28,Gwalior,164,231,55,20,0.68,48
2025-08-28,Jabalpur,193,261,27,27,0.75,29
2025-08-28,Ujjain,95,184,47,26,1.1,52
2025-08-28,Satna,150,207,35,26,1.13,56
2025-08-28,Sagar,70,177,55,22,1.29,57
2025-08-28,Dewas,113,227,25,18,1.82,29
2025-08-29,Bhopal,126,219,54,15,0.82,52
2025-08-29,Indore,108,159,25,20,1.31,49
2025-08-29,Gwalior,85,189,20,24,1.25,49
2025-08-29,Jabalpur,148,228,20,16,1.97,27
2025-08-29,Ujjain,128,206,64,17,1.99,51
2025-08-29,Satna,97,175,21,20,0.94,45
2025-08-29,Sagar,146,250,45,24,1.06,20
2025-08-29,Dewas,179,277,63,16,1.65,45
2025-08-30,Bhopal,127,233,36,14,1.15,26
2025-08-30,Indore,195,303,38,29,0.75,48
2025-08-30,Gwalior,184,265,64,10,1.69,52
2025-08-30,Jabalpur,200,255,52,24,1.42,50
2025-08-30,Ujjain,118,210,32,12,1.32,54
2025-08-30,Satna,69,184,53,17,0.71,36
2025-08-30,Sagar,95,166,49,21,1.95,32
2025-08-30,Dewas,151,244,63,14,1.4,24
2025-08-31,Bhopal,172,251,58,17,1.85,29
2025-08-31,Indore,75,190,20,13,1.22,38
2025-08-31,Gwalior,67,165,54,20,1.1,33
2025-08-31,Jabalpur,68,160,33,11,0.67,36
2025-08-31,Ujjain,175,241,69,25,1.33,59
2025-08-31,Satna,105,172,59,21,1.23,26
2025-08-31,Sagar,179,295,45,15,1.87,41
2025-08-31,Dewas,193,298,42,11,1.5,52
2025-09-01,Bhopal,142,256,54,20,1.77,45
2025-09-01,Indore,167,209,32,12,0.66,52
2025-09-01,Gwalior,184,238,61,29,1.75,30
2025-09-01,Jabalpur,65,123,45,12,1.45,23
2025-09-01,Ujjain,71,162,30,12,0.63,50
2025-09-01,Satna,180,251,58,13,1.27,51
2025-09-01,Sagar,199,252,48,17,1.31,32
2025-09-01,Dewas,193,237,44,12,0.99,35
2025-09-02,Bhopal,140,202,69,20,1.92,52
2025-09-02,Indore,125,169,55,21,0.8,56
2025-09-02,Gwalior,215,325,67,28,1.26,29
2025-09-02,Jabalpur,105,175,40,18,1.57,41
2025-09-02,Ujjain,95,138,31,19,1.68,21
2025-09-02,Satna,76,185,45,19,1.29,51
2025-09-02,Sagar,170,277,64,28,1.82,48
2025-09-02,Dewas,205,298,51,21,1.23,40
2025-09-03,Bhopal,144,253,30,20,1.3,22
2025-09-03,Indore,175,283,34,22,1.35,57
2025-09-03,Gwalior,173,263,34,22,1.06,43
2025-09-03,Jabalpur,138,208,41,26,1.1,38
2025-09-03,Ujjain,200,292,44,26,0.69,40
2025-09-03,Satna,146,197,59,13,1.34,46
2025-09-03,Sagar,128,170,47,27,1.33,46
2025-09-03,Dewas,180,239,67,24,0.52,48
2025-09-04,Bhopal,111,161,63,17,0.76,45
2025-09-04,Indore,76,157,66,29,0.83,31
2025-09-04,Gwalior,172,234,44,17,1.23,59
2025-09-04,Jabalpur,215,294,63,29,1.08,36
2025-09-04,Ujjain,93,212,30,16,1.1,34
2025-09-04,Satna,64,181,39,22,1.34,59
2025-09-04,Sagar,126,168,61,25,1.36,57
2025-09-04,Dewas,121,223,23,26,1.83,41
2025-09-05,Bhopal,164,270,30,11,1.83,26
2025-09-05,Indore,71,111,60,27,0.9,50
2025-09-05,Gwalior,71,177,45,27,1.35,54
2025-09-05,Jabalpur,153,240,69,17,0.6,40
2025-09-05,Ujjain,192,259,54,27,1.08,40
2025-09-05,Satna,217,310,46,27,1.16,24
2025-09-05,Sagar,164,274,66,17,0.69,32
2025-09-05,Dewas,156,232,58,22,0.54,57
2025-09-06,Bhopal,179,265,32,20,1.12,21
2025-09-06,Indore,155,251,43,21,1.5,54
2025-09-06,Gwalior,113,202,34,13,1.55,56
2025-09-06,Jabalpur,198,277,33,27,1.87,28
2025-09-06,Ujjain,150,204,69,14,1.69,54
2025-09-06,Satna,91,171,23,20,1.74,22
2025-09-06,Sagar,144,226,29,17,1.83,43
2025-09-06,Dewas,208,311,63,14,1.02,36
2025-09-07,Bhopal,206,296,52,25,1.88,47
2025-09-07,Indore,153,237,65,10,1.9,45
2025-09-07,Gwalior,138,196,35,28,0.83,49
2025-09-07,Jabalpur,148,266,38,23,0.69,51
2025-09-07,Ujjain,213,301,54,27,1.39,36
2025-09-07,Satna,151,196,65,16,0.72,54
2025-09-07,Sagar,93,206,31,14,0.85,42
2025-09-07,Dewas,82,158,49,17,0.72,31
2025-09-08,Bhopal,97,137,63,28,1.68,51
2025-09-08,Indore,97,151,64,17,1.09,46
2025-09-08,Gwalior,113,173,45,29,1.78,36
2025-09-08,Jabalpur,150,209,35,13,1.17,43
2025-09-08,Ujjain,67,122,22,26,1.85,40
2025-09-08,Satna,153,268,50,29,0.62,49
2025-09-08,Sagar,190,256,58,17,1.86,28
2025-09-08,Dewas,105,189,48,13,0.86,41
2025-09-09,Bhopal,196,279,42,27,0.86,37
2025-09-09,Indore,193,304,61,27,0.67,50
2025-09-09,Gwalior,93,161,24,16,1.76,39
2025-09-09,Jabalpur,117,183,68,12,0.97,51
2025-09-09,Ujjain,152,222,31,12,0.91,35
2025-09-09,Satna,65,129,27,21,1.14,39
2025-09-09,Sagar,64,155,42,26,1.86,43
2025-09-09,Dewas,89,148,24,16,1.45,21
2025-09-10,Bhopal,124,192,48,10,0.53,55
2025-09-10,Indore,169,219,23,20,1.19,49
2025-09-10,Gwalior,173,285,41,21,0.54,23
2025-09-10,Jabalpur,210,251,52,20,1.3,59
2025-09-10,Ujjain,126,174,36,13,1.5,50
2025-09-10,Satna,66,106,69,15,1.81,58
2025-09-10,Sagar,171,255,36,17,0.59,39
2025-09-10,Dewas,151,264,55,18,1.35,30
2025-09-11,Bhopal,131,220,26,15,1.96,51
2025-09-11,Indore,149,244,69,29,1.75,43
2025-09-11,Gwalior,202,280,54,28,1.81,39
2025-09-11,Jabalpur,110,173,52,14,0.62,49
2025-09-11,Ujjain,183,285,23,24,0.52,21
2025-09-11,Satna,78,141,46,22,0.52,28
2025-09-11,Sagar,63,164,43,28,1.2,47
2025-09-11,Dewas,155,221,45,24,1.97,32
2025-09-12,Bhopal,121,186,37,23,0.98,30
2025-09-12,Indore,132,223,64,11,1.83,28
2025-09-12,Gwalior,149,212,59,20,1.77,30
2025-09-12,Jabalpur,185,244,68,17,1.52,35
2025-09-12,Ujjain,168,271,36,29,1.74,30
2025-09-12,Satna,123,207,39,26,0.93,33
2025-09-12,Sagar,89,161,55,15,1.93,57
2025-09-12,Dewas,130,230,27,26,1.86,51
2025-09-13,Bhopal,187,237,49,11,1.15,42
2025-09-13,Indore,129,214,43,14,1.44,53
2025-09-13,Gwalior,125,197,69,27,0.57,27
2025-09-13,Jabalpur,159,247,62,10,1.89,27
2025-09-13,Ujjain,85,170,40,19,1.79,37
2025-09-13,Satna,93,196,35,29,0.57,26
2025-09-13,Sagar,100,210,65,13,0.82,59
2025-09-13,Dewas,100,178,49,22,0.84,29
2025-09-14,Bhopal,161,243,50,27,0.61,36
2025-09-14,Indore,123,219,39,24,1.34,33
2025-09-14,Gwalior,111,208,65,16,1.2,52
2025-09-14,Jabalpur,73,116,32,21,1.87,38
2025-09-14,Ujjain,94,204,52,13,0.83,27
2025-09-14,Satna,209,260,31,16,0.76,27
2025-09-14,Sagar,132,221,47,22,1.56,37
2025-09-14,Dewas,158,244,33,27,1.89,21
2025-09-15,Bhopal,212,262,59,12,0.76,50
2025-09-15,Indore,70,157,64,20,1.85,37
2025-09-15,Gwalior,94,181,67,14,0.64,47
2025-09-15,Jabalpur,99,207,68,23,1.84,57
2025-09-15,Ujjain,216,285,28,15,0.82,46
2025-09-15,Satna,140,236,40,14,1.05,27
2025-09-15,Sagar,212,319,41,22,0.54,26
2025-09-15,Dewas,208,276,63,10,1.05,25
2025-09-16,Bhopal,211,301,24,12,1.75,41
2025-09-16,Indore,214,324,44,28,0.59,37
2025-09-16,Gwalior,74,189,36,11,1.95,30
2025-09-16,Jabalpur,107,156,54,23,0.53,22
2025-09-16,Ujjain,196,244,48,20,1.71,46
2025-09-16,Satna,165,227,63,29,1.6,38
2025-09-16,Sagar,190,261,36,25,1.71,55
2025-09-16,Dewas,111,200,34,15,1.61,37
2025-09-17,Bhopal,217,295,69,13,1.69,46
2025-09-17,Indore,85,185,29,29,1.58,41
2025-09-17,Gwalior,186,227,52,15,1.89,47
2025-09-17,Jabalpur,95,135,45,29,1.7,53
2025-09-17,Ujjain,64,149,68,26,1.76,26
2025-09-17,Satna,87,177,48,12,1.63,49
2025-09-17,Sagar,94,171,47,17,1.94,35
2025-09-17,Dewas,98,171,56,24,1.02,48
2025-09-18,Bhopal,218,319,46,10,1.56,41
2025-09-18,Indore,96,137,31,25,1.85,56
2025-09-18,Gwalior,133,180,43,29,1.73,51
2025-09-18,Jabalpur,174,231,36,26,0.96,43
2025-09-18,Ujjain,165,271,53,27,0.97,53
2025-09-18,Satna,113,215,57,28,1.87,42
2025-09-18,Sagar,193,278,44,21,1.08,58
2025-09-18,Dewas,160,268,46,11,1.84,49
2025-09-19,Bhopal,140,252,31,10,1.31,30
2025-09-19,Indore,65,167,47,22,1.45,30
2025-09-19,Gwalior,136,215,39,18,1.49,59
2025-09-19,Jabalpur,182,279,34,19,1.65,58
2025-09-19,Ujjain,159,260,67,21,1.79,44
2025-09-19,Satna,187,295,35,20,0.67,38
2025-09-19,Sagar,110,164,65,17,1.16,39
2025-09-19,Dewas,177,242,68,20,1.58,30
2025-09-20,Bhopal,142,255,64,13,1.64,24
2025-09-20,Indore,81,179,23,27,0.58,29
2025-09-20,Gwalior,132,210,27,16,0.7,28
2025-09-20,Jabalpur,90,187,27,25,1.06,50
2025-09-20,Ujjain,63,129,24,25,0.61,40
2025-09-20,Satna,163,251,23,14,1.27,53
2025-09-20,Sagar,157,243,48,14,1.77,42
